Song Name,Artist,Genre,Popularity,Danceability ,Energy,Loudness,Speechiness,Acousticness,Liveness,Tempo,Duration (ms),Valence
Excitement,"Trippie Redd, PARTYNEXTDOOR","['melodic rap', 'rap', 'trap']",69,0.443,0.536,-8.187,0.0378,0.0194,0.1,121.967,283285,0.0391
Can We Kiss Forever?,"Kina, Adriana Proenza",['sad rap'],78,0.522,0.128,-18.717,0.0357,0.894,0.0941,109.986,187932,0.124
SI ELLA SALE,Bad Bunny,"['latin', 'reggaeton', 'trap latino']",63,0.869,0.727,-7.397,0.123,0.0589,0.107,147.967,143240,0.92
RONCA FREESTYLE,Bad Bunny,"['latin', 'reggaeton', 'trap latino']",64,0.856,0.656,-6.483,0.131,0.165,0.0998,90.041,150060,0.586
Zoo York (feat. Fivio Foreign & Pop Smoke),Lil Tjay,"['brooklyn drill', 'melodic rap', 'nyc rap']",70,0.565,0.569,-6.084,0.379,0.0352,0.106,92.466,214825,0.303
EN CASITA,"Bad Bunny, Gabriela","['latin', 'reggaeton', 'trap latino']",62,0.779,0.764,-8.217,0.0938,0.221,0.0909,158.093,176440,0.675
Qu? Maldici?n,"Banda MS de Sergio Liz?rraga, Snoop Dogg","['banda', 'corrido', 'norteno', 'regional mexican']",69,0.755,0.531,-8.051,0.196,0.213,0.13,177.951,203360,0.683
Nicht verdient,"Capital Bra, Loredana",['german hip hop'],58,0.719,0.65,-7.274,0.232,0.381,0.167,77.981,176953,0.488
A Tu Merced,Bad Bunny,"['latin', 'reggaeton', 'trap latino']",82,0.86,0.791,-4.784,0.0568,0.169,0.106,92.023,175918,0.887
Demons (feat. Fivio Foreign & Sosa Geek),Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",63,0.543,0.766,-3.387,0.343,0.423,0.155,106.869,204805,0.729
Moral of the Story,Ashe,"['alt z', 'electropop', 'indie pop', 'pop', 'post-teen pop']",75,0.572,0.406,-8.624,0.0427,0.587,0.102,119.812,201084,0.265
Can I,Kehlani,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'r&b']",68,0.574,0.791,-3.752,0.11,0.419,0.0982,119.537,167810,0.612
STARGAZING,Travis Scott,"['rap', 'slap house']",76,0.487,0.789,-3.69,0.044,0.00947,0.189,150.007,270715,0.0564
Eastside (with Halsey & Khalid),benny blanco,"['electropop', 'pop', 'pop rap']",77,0.56,0.68,-7.648,0.321,0.555,0.116,89.391,173800,0.319
Suicidal,YNW Melly,"['melodic rap', 'trap']",76,0.655,0.441,-5.245,0.0629,0.474,0.099,139.957,225857,0.273
How Do You Sleep?,Sam Smith,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",76,0.477,0.682,-4.931,0.0925,0.153,0.0763,110.567,202205,0.345
No Time To Die,Billie Eilish,"['electropop', 'pop']",75,0.38,0.219,-13.273,0.0358,0.917,0.0827,73.537,242265,0.0517
D4L,"Future, Drake, Young Thug","['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",63,0.718,0.706,-5.709,0.06,0.0128,0.352,170.004,189176,0.815
Time Flies,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",71,0.864,0.477,-5.786,0.224,0.201,0.182,86.46,192932,0.5
Desires (with Future),Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",64,0.812,0.506,-7.706,0.116,0.281,0.325,145.074,237946,0.554
Not You Too (feat. Chris Brown),Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",64,0.458,0.452,-9.299,0.047,0.342,0.0703,86.318,269680,0.316
Landed,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",60,0.881,0.636,-4.629,0.287,0.00606,0.111,163.949,152195,0.715
When To Say When,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",60,0.41,0.82,-6.808,0.533,0.252,0.538,170.718,223124,0.526
Deep Pockets,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",58,0.473,0.824,-3.68,0.163,0.482,0.605,77.888,222929,0.374
War,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",64,0.749,0.792,-4.151,0.0826,0.292,0.109,144.064,180000,0.239
From Florida With Love,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",64,0.787,0.477,-7.837,0.199,0.768,0.104,80.506,234783,0.476
Losses,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",57,0.551,0.57,-7.385,0.351,0.28,0.424,85.687,271184,0.505
Turks (feat. Travis Scott),"NAV, Gunna","['canadian hip hop', 'canadian trap', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'toronto rap', 'trap']",70,0.893,0.618,-4.425,0.112,0.0827,0.542,119.099,161377,0.389
Boyfriend,Selena Gomez,"['dance pop', 'pop', 'post-teen pop']",62,0.811,0.512,-6.381,0.17,0.218,0.0768,92.046,161188,0.346
What If I Told You That I Love You,Ali Gatie,"['canadian hip hop', 'pop']",69,0.596,0.366,-11.144,0.115,0.63,0.0554,84.394,193668,0.229
Emotions,Ufo361,"['german cloud rap', 'german hip hop']",65,0.788,0.491,-9.884,0.109,0.386,0.107,98.543,146028,0.271
FIND MY WAY,DaBaby,"['north carolina hip hop', 'rap']",66,0.836,0.624,-6.75,0.184,0.187,0.138,103,139890,0.7
Keii,Anuel AA,"['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']",67,0.708,0.797,-3.095,0.0391,0.4,0.096,88.015,210000,0.51
God's Plan,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",82,0.754,0.449,-9.211,0.109,0.0332,0.552,77.169,198973,0.357
Por Primera Vez,"Camilo, Evaluna Montaner","['colombian pop', 'reggaeton colombiano']",70,0.716,0.588,-3.952,0.116,0.152,0.0847,165.896,183547,0.707
Broke In A Minute,Tory Lanez,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap']",75,0.929,0.7,-5.595,0.0906,0.144,0.349,120.009,132024,0.802
Fantasias - Remix,"Rauw Alejandro, Anuel AA, Natti Natasha, Farruko, Lunay","['puerto rican pop', 'trap latino']",70,0.816,0.72,-4.454,0.0684,0.206,0.277,94.004,267242,0.78
SUGAR,BROCKHAMPTON,"['boy band', 'hip hop', 'rap']",75,0.453,0.538,-8.212,0.0638,0.449,0.19,122.973,204533,0.516
90-60-111,Shirin David,"['frauenrap', 'german hip hop', 'german pop']",64,0.8,0.628,-6.615,0.285,0.103,0.391,143.979,141387,0.745
YOSEMITE,Travis Scott,"['rap', 'slap house']",75,0.785,0.554,-6.571,0.0409,0.283,0.116,128.047,150043,0.144
Houdini (feat. Swarmz & Tion Wayne),KSI,['uk hip hop'],58,0.572,0.519,-8.054,0.243,0.000415,0.129,100.453,169355,0.704
Sasuke,Lil Uzi Vert,"['melodic rap', 'philly rap', 'rap', 'trap']",56,0.859,0.477,-6.116,0.428,0.00414,0.0819,145.979,251336,0.153
Me Gusta,"Shakira, Anuel AA","['colombian pop', 'dance pop', 'latin', 'latin pop', 'pop']",72,0.775,0.696,-5.184,0.0681,0.0559,0.157,92.007,190570,0.775
If You¡¯re Too Shy (Let Me Know) - Edit,The 1975,"['modern alternative rock', 'modern rock', 'pop', 'rock']",59,0.651,0.806,-4.842,0.0311,0.00399,0.0927,125.641,239877,0.386
"Alone, Pt. II","Alan Walker, Ava Max",['electro house'],77,0.67,0.668,-4.306,0.0422,0.536,0.133,88.033,179053,0.608
Tutu,"Camilo, Pedro Cap?","['colombian pop', 'reggaeton colombiano']",74,0.731,0.832,-2.592,0.0503,0.273,0.0665,146.013,178613,0.94
Hate Me (with Juice WRLD),Ellie Goulding,"['dance pop', 'edm', 'electropop', 'indietronica', 'metropopolis', 'pop', 'post-teen pop', 'uk pop']",76,0.657,0.768,-4.628,0.0507,0.108,0.144,75.025,186223,0.759
Still Be Friends (feat. Tory Lanez & Tyga),G-Eazy,"['hip hop', 'indie pop rap', 'oakland hip hop', 'pop rap', 'rap']",76,0.803,0.759,-4.692,0.0494,0.00509,0.0921,104,213308,0.284
Blanco,J Balvin,"['latin', 'reggaeton', 'reggaeton colombiano']",66,0.87,0.706,-5.395,0.126,0.0253,0.0872,100.013,145800,0.593
PICK UP (feat. Quavo),DaBaby,"['north carolina hip hop', 'rap']",65,0.915,0.612,-4.535,0.407,0.0944,0.115,129.93,118547,0.758
JUMP (feat. YoungBoy Never Broke Again),DaBaby,"['north carolina hip hop', 'rap']",62,0.896,0.72,-6.262,0.355,0.169,0.252,140.1,212093,0.966
LIGHTSKIN SH*T (feat. Future & jetsonmade),DaBaby,"['north carolina hip hop', 'rap']",56,0.932,0.578,-4.478,0.366,0.115,0.115,129.991,111173,0.623
That Way - Bonus Track,Lil Uzi Vert,"['melodic rap', 'philly rap', 'rap', 'trap']",67,0.712,0.598,-5.368,0.0388,0.0546,0.154,130.007,212354,0.504
No Me Ame,"Rvssian, Anuel AA, Juice WRLD","['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']",64,0.68,0.766,-4.799,0.0923,0.0411,0.116,160.095,180000,0.28
I'll Wait,"Kygo, Sasha Alex Sloan","['edm', 'pop', 'pop dance', 'tropical house']",70,0.611,0.651,-6.973,0.0589,0.144,0.105,122.983,215361,0.351
Oprah¡¯s Bank Account (Lil Yachty & DaBaby feat. Drake),Lil Yachty,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'trap', 'underground hip hop', 'viral rap']",69,0.836,0.617,-4.363,0.0534,0.17,0.319,138.066,206702,0.866
BLAME IT ON BABY,DaBaby,"['north carolina hip hop', 'rap']",57,0.875,0.687,-5.734,0.387,0.236,0.141,109.791,125907,0.864
Follow,"KAROL G, Anuel AA","['latin', 'reggaeton', 'reggaeton colombiano']",63,0.735,0.787,-4.375,0.16,0.667,0.0721,168.997,203093,0.455
3 Nights,Dominic Fike,"['alternative pop rock', 'pop']",77,0.815,0.518,-6.594,0.0897,0.223,0.104,151.891,177667,0.877
The Take (feat. Chris Brown),Tory Lanez,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap']",73,0.464,0.547,-8.137,0.339,0.0511,0.155,67.003,221492,0.423
Stupid Again,Tory Lanez,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap']",66,0.775,0.823,-4.941,0.0635,0.0881,0.309,120.059,174848,0.65
Shotz Fired,Bonez MC,"['german hip hop', 'hamburg hip hop']",59,0.839,0.594,-9.087,0.139,0.249,0.165,76.007,179844,0.58
BaeBae,Samra,['german hip hop'],57,0.628,0.712,-4.864,0.156,0.282,0.156,86.627,167827,0.45
To Die For,Sam Smith,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",70,0.483,0.361,-7.889,0.0738,0.832,0.098,171.649,193795,0.307
WANNABE,ITZY,['k-pop girl group'],75,0.809,0.911,-4.41,0.0617,0.00795,0.181,122.035,191242,0.64
Takeaway,"The Chainsmokers, ILLENIUM, Lennon Stella","['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",77,0.528,0.511,-8.144,0.0324,0.126,0.101,100.1,209880,0.351
Heart On Ice,Rod Wave,['florida rap'],70,0.733,0.389,-8.468,0.0738,0.0513,0.141,157.878,159670,0.244
La Cama - Remix,"Lunay, Myke Towers, Ozuna, Chencho Corleone, Rauw Alejandro","['latin', 'latin pop', 'reggaeton', 'reggaeton flow', 'trap latino']",69,0.737,0.832,-2.622,0.0798,0.12,0.255,173.986,330240,0.865
Go Stupid (feat. NLE Choppa & Mike WiLL Made-It),"Polo G, Stunna 4 Vegas",['chicago rap'],41,0.922,0.813,-3.268,0.251,0.0198,0.0539,141.087,165726,0.724
Cradles,Sub Urban,['modern indie pop'],73,0.534,0.589,-1.865,0.325,0.256,0.176,78.616,209829,0.632
Good as Hell (feat. Ariana Grande),Lizzo,"['dance pop', 'escape room', 'minnesota hip hop', 'pop', 'pop rap', 'post-teen pop', 'trap queen']",71,0.668,0.892,-3.001,0.0645,0.298,0.735,95.927,159011,0.478
Forever (feat. Post Malone & Clever),Justin Bieber,"['canadian pop', 'pop', 'post-teen pop']",68,0.825,0.483,-5.746,0.08,0.538,0.204,139.98,219933,0.892
I Love Me,Demi Lovato,"['dance pop', 'pop', 'post-teen pop']",67,0.664,0.561,-7.031,0.0495,0.00261,0.0764,150.093,203672,0.713
Old Me,5 Seconds of Summer,"['boy band', 'dance pop', 'electropop', 'pop', 'post-teen pop']",67,0.722,0.62,-3.639,0.0483,0.313,0.26,127.978,186786,0.474
Pero Ya No,Bad Bunny,"['latin', 'reggaeton', 'trap latino']",72,0.882,0.612,-6.103,0.118,0.0475,0.182,147.982,160638,0.742
Hardest To Love,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']",67,0.467,0.608,-7.847,0.0707,0.0909,0.125,80.957,211400,0.108
Woah,Lil Baby,"['atl hip hop', 'atl trap', 'rap', 'trap']",69,0.882,0.602,-5.554,0.245,0.0177,0.178,142.959,183011,0.43
Pretty Please,Dua Lipa,"['dance pop', 'pop', 'uk pop']",67,0.906,0.474,-6.124,0.194,0.0311,0.286,106.976,194607,0.656
I.F.L.Y.,Bazzi,"['dance pop', 'electropop', 'pop', 'post-teen pop']",76,0.812,0.519,-4.823,0.0385,0.379,0.13,104.954,165714,0.554
Cool,Dua Lipa,"['dance pop', 'pop', 'uk pop']",65,0.469,0.785,-4.015,0.0664,0.133,0.0931,89.719,209583,0.79
Future Nostalgia,Dua Lipa,"['dance pop', 'pop', 'uk pop']",65,0.875,0.813,-4.502,0.0579,0.00618,0.321,114.993,184882,0.859
Good In Bed,Dua Lipa,"['dance pop', 'pop', 'uk pop']",64,0.68,0.701,-5.001,0.0917,0.138,0.168,94.06,218754,0.649
Scared To Live,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']",66,0.504,0.498,-8.24,0.0499,0.131,0.0929,87.221,191307,0.196
Alone Again,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']",66,0.218,0.652,-7.953,0.0641,0.033,0.172,65.375,250053,0.0599
Boys Will Be Boys,Dua Lipa,"['dance pop', 'pop', 'uk pop']",63,0.768,0.486,-5.954,0.0353,0.408,0.098,125.021,166266,0.519
Auto Blu,"Shiva, Eiffel 65","['italian hip hop', 'trap italiana']",56,0.82,0.783,-6.146,0.0621,0.0158,0.0938,130.015,166087,0.653
Du bist mein,"Zuna, Loredana, SRNO","['albanian hip hop', 'german hip hop']",54,0.761,0.556,-6.943,0.364,0.138,0.0976,187.81,160357,0.521
Too Late,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']",67,0.638,0.863,-5.221,0.132,0.052,0.685,120.077,239973,0.226
Wildflower,5 Seconds of Summer,"['boy band', 'dance pop', 'electropop', 'pop', 'post-teen pop']",65,0.644,0.768,-4.316,0.0455,0.174,0.469,108.992,220536,0.598
Faith,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']",67,0.375,0.605,-7.268,0.0729,0.612,0.147,175.946,283227,0.128
Snowchild,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']",66,0.55,0.611,-7.475,0.137,0.162,0.121,148.062,247187,0.243
Escape From LA,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']",67,0.404,0.524,-8.996,0.0593,0.0456,0.199,145.74,355960,0.168
Allein sein,Ufo361,"['german cloud rap', 'german hip hop']",54,0.774,0.588,-8.529,0.225,0.0386,0.258,75.978,147353,0.392
Bichiyal,"Bad Bunny, Yaviah","['latin', 'reggaeton', 'trap latino']",75,0.737,0.766,-4.242,0.0458,0.31,0.114,93.956,196500,0.662
Medusa,"Jhay Cortez, Anuel AA, J Balvin","['latin', 'reggaeton', 'trap latino']",70,0.886,0.604,-7.293,0.208,0.194,0.107,98.023,305333,0.383
Break Up Song,Little Mix,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show', 'uk pop']",65,0.631,0.75,-5.416,0.0394,0.00388,0.286,90.019,200293,0.593
Teeth,5 Seconds of Summer,"['boy band', 'dance pop', 'electropop', 'pop', 'post-teen pop']",78,0.749,0.461,-2.961,0.0416,0.0516,0.0738,139.02,204887,0.42
Repeat After Me (Interlude),The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']",63,0.555,0.619,-7.918,0.0314,0.0323,0.0917,95.032,195813,0.141
Until I Bleed Out,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']",63,0.245,0.394,-9.887,0.0374,0.423,0.093,115.233,190173,0.148
Rosa,J Balvin,"['latin', 'reggaeton', 'reggaeton colombiano']",64,0.651,0.561,-5.715,0.25,0.25,0.435,175.992,189827,0.369
Gris,J Balvin,"['latin', 'reggaeton', 'reggaeton colombiano']",65,0.849,0.709,-4.717,0.0794,0.229,0.329,93.06,176627,0.916
Negro,J Balvin,"['latin', 'reggaeton', 'reggaeton colombiano']",67,0.795,0.911,-2.228,0.0875,0.0157,0.131,164.081,182093,0.8
Verde,"J Balvin, Sky Rompiendo","['latin', 'reggaeton', 'reggaeton colombiano']",63,0.828,0.738,-4.295,0.0516,0.0381,0.0917,94.995,142547,0.818
Baby Pluto,Lil Uzi Vert,"['melodic rap', 'philly rap', 'rap', 'trap']",69,0.772,0.634,-6.101,0.212,0.135,0.432,160.052,210261,0.671
Lo Mein,Lil Uzi Vert,"['melodic rap', 'philly rap', 'rap', 'trap']",67,0.855,0.676,-5.736,0.325,0.0888,0.144,133.082,195299,0.509
No Judgement,Niall Horan,"['dance pop', 'pop', 'post-teen pop']",65,0.723,0.726,-3.835,0.0472,0.0564,0.057,100.051,176283,0.962
Futsal Shuffle 2020 - Bonus Track,Lil Uzi Vert,"['melodic rap', 'philly rap', 'rap', 'trap']",63,0.879,0.448,-8.57,0.222,0.0346,0.224,136.985,198913,0.278
Arco?ris,"J Balvin, Mr Eazi","['latin', 'reggaeton', 'reggaeton colombiano']",62,0.731,0.787,-5.26,0.0721,0.0853,0.316,92.971,186693,0.393
TOES (feat. Lil Baby & Moneybagg Yo),DaBaby,"['north carolina hip hop', 'rap']",73,0.816,0.582,-4.141,0.341,0.0794,0.0916,160.004,136366,0.542
Feel Me,Selena Gomez,"['dance pop', 'pop', 'post-teen pop']",63,0.71,0.808,-6.703,0.0433,0.44,0.0734,99.989,226003,0.392
H <3 T E L,"Dardan, Monet192","['albanian hip hop', 'german hip hop']",34,0.726,0.646,-6.9,0.0977,0.0495,0.112,134.999,163253,0.58
25/8,Bad Bunny,"['latin', 'reggaeton', 'trap latino']",71,0.761,0.732,-5.469,0.0549,0.092,0.0716,151.982,243276,0.542
Se Me Olvid?,Christian Nodal,"['mariachi', 'nuevo regional mexicano', 'ranchera', 'regional mexican']",71,0.65,0.558,-3.082,0.0309,0.368,0.303,141.82,159533,0.725
B.S. (feat. H.E.R.),Jhen? Aiko,"['alternative r&b', 'dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",72,0.617,0.525,-10.426,0.12,0.554,0.135,135.781,212867,0.377
Soli?,Bad Bunny,"['latin', 'reggaeton', 'trap latino']",72,0.71,0.81,-5.507,0.0854,0.117,0.154,92.041,159282,0.184
Est? Cabr?n Ser Yo,"Bad Bunny, Anuel AA","['latin', 'reggaeton', 'trap latino']",69,0.81,0.854,-3.999,0.254,0.0732,0.123,154.083,227939,0.879
Bean (Kobe) [feat. Chief Keef],Lil Uzi Vert,"['melodic rap', 'philly rap', 'rap', 'trap']",67,0.733,0.567,-6.718,0.319,0.0129,0.382,75.491,238816,0.319
Yessirskiii,"Lil Uzi Vert, 21 Savage","['melodic rap', 'philly rap', 'rap', 'trap']",70,0.895,0.739,-6.633,0.283,0.0183,0.102,140.007,219340,0.763
Cardigan,Don Toliver,"['rap', 'trap']",70,0.747,0.497,-6.542,0.0401,0.248,0.138,142.046,158709,0.0663
Silly Watch,Lil Uzi Vert,"['melodic rap', 'philly rap', 'rap', 'trap']",65,0.903,0.535,-6.238,0.286,0.0298,0.0851,130.117,195692,0.157
Hablamos Ma?ana,"Bad Bunny, Duki, Pablo Chill-E","['latin', 'reggaeton', 'trap latino']",69,0.683,0.677,-4.496,0.0469,0.0869,0.0998,156.019,240253,0.514
Lotus,Lil Uzi Vert,"['melodic rap', 'philly rap', 'rap', 'trap']",58,0.802,0.748,-5.708,0.207,0.24,0.165,150.063,193861,0.516
Lettre ? une femme,Ninho,"['french hip hop', 'pop urbaine', 'rap francais']",54,0.487,0.398,-9.901,0.0697,0.835,0.12,149.367,157766,0.905
Que Malo,"Bad Bunny, ?engo Flow","['latin', 'reggaeton', 'trap latino']",69,0.802,0.787,-6.181,0.0599,0.0832,0.153,94.026,167975,0.446
Leaders (feat. NAV),Lil Uzi Vert,"['melodic rap', 'philly rap', 'rap', 'trap']",60,0.95,0.654,-5.895,0.307,0.0744,0.138,132.936,194844,0.886
Strawberry Peels (feat. Young Thug & Gunna),Lil Uzi Vert,"['melodic rap', 'philly rap', 'rap', 'trap']",59,0.862,0.65,-6.978,0.355,0.0207,0.568,131.194,115350,0.658
La Zona,Bad Bunny,"['latin', 'reggaeton', 'trap latino']",69,0.762,0.801,-3.661,0.0409,0.2,0.254,93.992,136893,0.81
Wassup (feat. Future),Lil Uzi Vert,"['melodic rap', 'philly rap', 'rap', 'trap']",57,0.762,0.622,-6.293,0.223,0.352,0.145,130.019,193314,0.626
Una Vez,"Bad Bunny, Mora","['latin', 'reggaeton', 'trap latino']",77,0.55,0.598,-5.402,0.0831,0.132,0.0955,83.836,232496,0.543
Moon Relate,Lil Uzi Vert,"['melodic rap', 'philly rap', 'rap', 'trap']",58,0.867,0.768,-3.73,0.0791,0.18,0.254,102.021,181826,0.34
Black And White,Niall Horan,"['dance pop', 'pop', 'post-teen pop']",75,0.443,0.582,-6.02,0.0482,0.0301,0.127,147.589,193090,0.239
The Other Side (from Trolls World Tour),"SZA, Justin Timberlake","['pop', 'pop rap', 'r&b']",68,0.76,0.607,-6.274,0.0964,0.00277,0.132,105.979,188187,0.709
Whine Up,"Nicky Jam, Anuel AA","['latin', 'latin hip hop', 'reggaeton', 'trap latino']",70,0.817,0.665,-6.224,0.0758,0.0549,0.103,104.957,215460,0.662
Ayy Macarena,Tyga,"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",74,0.816,0.629,-5.568,0.226,0.133,0.0692,96.493,131607,0.714
Trap This Way (This Way),Lil Uzi Vert,"['melodic rap', 'philly rap', 'rap', 'trap']",59,0.71,0.586,-5.331,0.381,0.248,0.193,175.987,185439,0.207
Who (feat. BTS),Lauv,"['dance pop', 'electropop', 'pop', 'post-teen pop']",74,0.632,0.345,-8,0.0349,0.551,0.104,141.641,180413,0.0818
Homecoming,Lil Uzi Vert,"['melodic rap', 'philly rap', 'rap', 'trap']",63,0.929,0.563,-7.428,0.49,0.000592,0.244,129.957,213885,0.353
Got The Guap (feat. Young Thug),Lil Uzi Vert,"['melodic rap', 'philly rap', 'rap', 'trap']",58,0.837,0.601,-5.628,0.198,0.21,0.0928,142.977,176756,0.749
Prices,Lil Uzi Vert,"['melodic rap', 'philly rap', 'rap', 'trap']",65,0.786,0.683,-5.397,0.205,0.173,0.706,126.002,233333,0.57
I Can Show You,Lil Uzi Vert,"['melodic rap', 'philly rap', 'rap', 'trap']",57,0.817,0.656,-7.086,0.277,0.051,0.115,139.915,120076,0.314
I'm Sorry,Lil Uzi Vert,"['melodic rap', 'philly rap', 'rap', 'trap']",60,0.858,0.547,-5.822,0.29,0.213,0.104,128.02,211883,0.303
Black Swan,BTS,"['k-pop', 'k-pop boy group']",70,0.719,0.758,-5.167,0.0851,0.137,0.129,147.023,198261,0.49
Adicto (with Anuel AA & Ozuna),Tainy,"['latin', 'latin hip hop', 'latin pop', 'pop reggaeton', 'reggaeton', 'reggaeton flow', 'trap latino']",75,0.734,0.836,-4.803,0.0735,0.017,0.179,80.002,270741,0.623
<3,Bad Bunny,"['latin', 'reggaeton', 'trap latino']",69,0.631,0.665,-7.589,0.229,0.602,0.152,80.353,157967,0.634
"Bad Girls, Good Vibes",Ufo361,"['german cloud rap', 'german hip hop']",53,0.826,0.368,-12.761,0.133,0.516,0.0914,127.977,107446,0.158
Liberdade Provis?ria - Ao Vivo,Henrique & Juliano,"['sertanejo pop', 'sertanejo universitario']",58,0.668,0.684,-5.937,0.0527,0.627,0.923,108.138,187986,0.7
POP,Lil Uzi Vert,"['melodic rap', 'philly rap', 'rap', 'trap']",58,0.741,0.599,-6.672,0.419,0.00961,0.785,139.891,227474,0.276
Celebration Station,Lil Uzi Vert,"['melodic rap', 'philly rap', 'rap', 'trap']",61,0.748,0.771,-4.156,0.15,0.101,0.135,142.086,195058,0.792
Bigger Than Life,Lil Uzi Vert,"['melodic rap', 'philly rap', 'rap', 'trap']",62,0.776,0.752,-4.711,0.193,0.325,0.33,140.013,192705,0.716
Venetia,Lil Uzi Vert,"['melodic rap', 'philly rap', 'rap', 'trap']",63,0.775,0.757,-4.139,0.175,0.162,0.148,142.933,188800,0.562
You Better Move,Lil Uzi Vert,"['melodic rap', 'philly rap', 'rap', 'trap']",60,0.842,0.556,-6.793,0.442,0.159,0.204,118.836,196639,0.306
Chrome Heart Tags,Lil Uzi Vert,"['melodic rap', 'philly rap', 'rap', 'trap']",57,0.702,0.768,-4.055,0.0669,0.541,0.105,70.056,212821,0.574
Bust Me,Lil Uzi Vert,"['melodic rap', 'philly rap', 'rap', 'trap']",57,0.734,0.703,-6.256,0.355,0.237,0.413,151.923,194452,0.608
Ren?,Residente,['venezuelan hip hop'],65,0.486,0.388,-9.326,0.126,0.435,0.196,90.471,457592,0.467
Secure The Bag,Lil Uzi Vert,"['melodic rap', 'philly rap', 'rap', 'trap']",57,0.803,0.719,-4.485,0.392,0.344,0.425,129.945,238425,0.549
Urgency (feat. Syd),Lil Uzi Vert,"['melodic rap', 'philly rap', 'rap', 'trap']",53,0.619,0.784,-6.11,0.123,0.0326,0.315,156.035,181161,0.471
ON (Feat. Sia),BTS,"['k-pop', 'k-pop boy group']",64,0.591,0.848,-4.397,0.0828,0.137,0.372,105.922,246816,0.386
P FKN R,"Bad Bunny, Kendo Kaponi, Arcangel","['latin', 'reggaeton', 'trap latino']",66,0.82,0.635,-5.749,0.0772,0.409,0.244,101.024,258280,0.528
Modern Loneliness,Lauv,"['dance pop', 'electropop', 'pop', 'post-teen pop']",68,0.702,0.508,-7.105,0.035,0.144,0.108,82.008,252337,0.143
Heatin Up (feat. Gunna),Lil Baby,"['atl hip hop', 'atl trap', 'rap', 'trap']",66,0.788,0.436,-9.435,0.364,0.0611,0.0979,129.847,177314,0.341
SKYBOX,Gunna,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'trap']",59,0.779,0.707,-6.527,0.16,0.0991,0.0934,140.894,178097,0.343
Young & Alive,Bazzi,"['dance pop', 'electropop', 'pop', 'post-teen pop']",71,0.716,0.563,-5.486,0.0425,0.326,0.119,86.005,160465,0.495
i'm so tired...,"Lauv, Troye Sivan","['dance pop', 'electropop', 'pop', 'post-teen pop']",77,0.599,0.733,-7.058,0.203,0.176,0.242,102.211,162583,0.534
"Numbers (feat. Roddy Ricch, Gunna and London On Da Track)",A Boogie Wit da Hoodie,"['melodic rap', 'pop rap', 'rap', 'trap']",68,0.819,0.654,-6.665,0.136,0.517,0.0996,133.503,188563,0.455
